TF-IDF Similarities,Embedding Similarities
0.2130605344855026,0.42722779512405396
0.08327968581610519,0.3459396958351135
0.0796093899400959,0.3892698585987091
0.14392434053206687,0.4711702764034271
0.03664988383746234,0.16672426462173462
0.1940171720827945,0.5133640170097351
0.12557969160896781,0.34959569573402405
0.13285215564284664,0.3005354404449463
0.14392434053206687,0.48486754298210144
0.09883086954279388,0.38971856236457825
0.11670315048950135,0.3594760000705719
0.08416290060723382,0.15925922989845276
0.0692773280505472,0.26500505208969116
0.09150640062502569,0.3559287190437317
0.06341402125200761,0.15002131462097168
0.0807090522005548,0.32358014583587646
0.05553454237909126,0.12379336357116699
0.11893576892015112,0.43253979086875916
0.05206148553242031,0.2282751351594925
0.0,0.20823882520198822
0.06334590316190103,0.24361619353294373
0.081762204360923,0.30907338857650757
0.10060252327889119,0.2804700434207916
0.07855772611440397,0.2938119173049927
0.0,0.12317110598087311
0.09013904677283356,0.2409302294254303
0.06860191012175175,0.2590128779411316
0.06235537523464597,0.22826364636421204
0.07313794244470967,0.3744841516017914
0.05981047312208359,0.20711615681648254
0.078557726114404,0.19849678874015808
0.06870449613991364,0.2874615490436554
0.058893093400369745,0.1295788586139679
0.06862599132266865,0.40986448526382446
0.04818505752489928,0.24273210763931274
0.09313807615283783,0.527301549911499
0.07447710234757873,0.3092845678329468
0.0,0.27401846647262573
0.04604360647426782,0.049518853425979614
0.06295585819162364,0.028233278542757034
0.12555281889804984,0.3723493218421936
0.01949084920546042,0.4687127470970154
0.04249803280195218,0.32417377829551697
0.04818505752489929,0.03531072661280632
0.07101515698950084,0.16935569047927856
0.0893407159968485,0.2793200612068176
0.03844253271350165,0.22457784414291382
0.14948517331944963,0.45804348587989807
0.07548509767024698,0.3710927963256836
0.02142862233665769,0.37186509370803833
0.07036195471562812,0.20376372337341309
0.10225314721699294,0.24062275886535645
0.02142862233665769,0.29773545265197754
0.10482405935792637,0.27077406644821167
0.02142862233665769,0.20043596625328064
0.07416287387229534,0.28410646319389343
0.09829525167113119,0.5137118101119995
0.05106101261267047,0.25554609298706055
0.061720399576697504,0.4698212146759033
0.06709129521311091,0.1572883427143097
0.019084621507007668,0.21961624920368195
0.022425250301542795,0.04768606275320053
0.02142862233665769,0.0008943118155002594
0.0486732566479149,0.11455115675926208
0.0,0.25698310136795044
0.1114206713308512,0.5064092874526978
0.030444409206091417,0.16931164264678955
0.0,0.1754624843597412
0.0,0.1490861028432846
0.14165317906763755,0.43461668491363525
0.0,0.05669780448079109
0.0,0.22016006708145142
0.08768134482676283,0.5646733045578003
0.08686364247300868,0.22917789220809937
0.04182819438170017,0.20787259936332703
0.10379417375525743,0.35457107424736023
0.032408962635339725,0.28088492155075073
0.04182819438170018,0.22494274377822876
0.0,0.41090625524520874
0.1037941737552574,0.31781625747680664
0.0,0.335827499628067
0.07496574293649065,0.29378223419189453
0.0,0.2349770963191986
0.13387083899186264,0.40177443623542786
0.09240145774541851,0.28454867005348206
0.03189196581186255,0.4486643970012665
0.05966727939291301,0.36630913615226746
0.059667279392913,0.4711194932460785
0.049610031776959565,0.3822246193885803
0.0,0.3765028119087219
0.0,0.19691261649131775
0.12505309264065007,0.2658495306968689
0.0,0.05050887167453766
0.0,0.2803753912448883
0.09240145774541851,0.1267642378807068
0.05723208619895873,0.22849461436271667
0.04145602323255761,0.33935466408729553
0.09568663766105939,0.23352400958538055
0.020916997236985223,0.30040863156318665
0.019944705093400458,0.20502407848834991
0.08554853278864727,0.3875899612903595
0.10555765463031506,0.3640305995941162
0.02928315868775028,0.35012948513031006
0.17673776334245683,0.4875514805316925
0.13165615840276285,0.4668906033039093
0.01654020676293262,0.3197256922721863
0.01708220802189872,0.40170833468437195
0.07366761880408418,0.30650219321250916
0.0,0.19292576611042023
0.0,0.3586339056491852
0.0,0.12692666053771973
0.0,0.10167926549911499
0.10131296601527168,0.46241262555122375
0.08712648032445237,0.31016895174980164
0.08526359974744477,0.3848741054534912
0.08337172110500127,0.2545507550239563
0.08623182973115787,0.43902939558029175
0.08428263461046565,0.39358195662498474
0.08712648032445237,0.4583890736103058
0.09577536813280049,0.2964257597923279
0.12335581319383727,0.6035091876983643
0.06029033507737746,0.29608312249183655
0.1013129660152717,0.3137284815311432
0.222719843751637,0.7055408358573914
0.021892481173803685,0.12255516648292542
0.0,0.04976256936788559
0.0,-0.057639747858047485
0.0,0.051955580711364746
0.10837508205107313,0.2615385949611664
0.11488993980648168,0.3642299771308899
0.08911011383038468,0.3430671989917755
0.08580243928214912,0.34165483713150024
0.1083750820510731,0.436998575925827
0.09049892535065954,0.2451741099357605
0.010549670862279854,0.30105334520339966
0.04706028626152847,0.4496415853500366
0.10771254917438859,0.21277399361133575
0.1434599219278179,0.31808069348335266
0.0,0.342998206615448
0.08476327645060744,0.26306313276290894
0.14953522644885683,0.37471237778663635
0.0,0.4261157512664795
0.08911011383038468,0.24587376415729523
0.011662609789430031,0.38893842697143555
0.12756151175483005,0.44901418685913086
0.07077138402364018,0.4462425112724304
0.14809871558907184,0.4116307199001312
0.023584705453954472,0.2985687553882599
0.10422557238868455,0.5281709432601929
0.09889074430279376,0.29857248067855835
0.11055924760721789,0.4028797149658203
0.10985577415370537,0.4597104489803314
0.05185136606210351,0.2888448238372803
0.043463751186901614,0.3198238015174866
0.08946263250249936,0.5496417880058289
0.038463738439267994,0.30948591232299805
0.03346462793738463,0.26329949498176575
0.13423380893332948,0.46813639998435974
0.12927811806389147,0.5252407789230347
0.0785703801737526,0.3190499544143677
